@RELATION 'Spam Base, without duplicates, with normalization, downsampled to 20 pct, v03'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'att10' real
@ATTRIBUTE 'att11' real
@ATTRIBUTE 'att12' real
@ATTRIBUTE 'att13' real
@ATTRIBUTE 'att14' real
@ATTRIBUTE 'att15' real
@ATTRIBUTE 'att16' real
@ATTRIBUTE 'att17' real
@ATTRIBUTE 'att18' real
@ATTRIBUTE 'att19' real
@ATTRIBUTE 'att20' real
@ATTRIBUTE 'att21' real
@ATTRIBUTE 'att22' real
@ATTRIBUTE 'att23' real
@ATTRIBUTE 'att24' real
@ATTRIBUTE 'att25' real
@ATTRIBUTE 'att26' real
@ATTRIBUTE 'att27' real
@ATTRIBUTE 'att28' real
@ATTRIBUTE 'att29' real
@ATTRIBUTE 'att30' real
@ATTRIBUTE 'att31' real
@ATTRIBUTE 'att32' real
@ATTRIBUTE 'att33' real
@ATTRIBUTE 'att34' real
@ATTRIBUTE 'att35' real
@ATTRIBUTE 'att36' real
@ATTRIBUTE 'att37' real
@ATTRIBUTE 'att38' real
@ATTRIBUTE 'att39' real
@ATTRIBUTE 'att40' real
@ATTRIBUTE 'att41' real
@ATTRIBUTE 'att42' real
@ATTRIBUTE 'att43' real
@ATTRIBUTE 'att44' real
@ATTRIBUTE 'att45' real
@ATTRIBUTE 'att46' real
@ATTRIBUTE 'att47' real
@ATTRIBUTE 'att48' real
@ATTRIBUTE 'att49' real
@ATTRIBUTE 'att50' real
@ATTRIBUTE 'att51' real
@ATTRIBUTE 'att52' real
@ATTRIBUTE 'att53' real
@ATTRIBUTE 'att54' real
@ATTRIBUTE 'att55' real
@ATTRIBUTE 'att56' real
@ATTRIBUTE 'att57' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'yes','no'}

@DATA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1468459152016546,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004232,0.0026899798251513113,0.0021464646464646464,859.0,'yes'
0.02304147465437788,0.0070028011204481795,0.1392156862745098,0.0,0.06,0.05102040816326531,0.0881057268722467,0.017006802721088437,0.26996197718631176,0.04455445544554456,0.04854368932038835,0.05170630816959669,0.0,0.0,0.0,0.005,0.0,0.13133940182054615,0.11893333333333334,0.09380863039399624,0.18954248366013068,0.0,0.0,0.030769230769230767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0646900269541779,0.030081901594925794,0.0661335998667333,0.0044552450384771165,0.008664,0.03698722259583053,0.0659090909090909,1059.0,'yes'
0.2834101382488479,0.0,0.0,0.0,0.0,0.0782312925170068,0.0,0.025510204081632654,0.0,0.03355335533553355,0.0,0.031023784901758014,0.19279279279279282,0.0,0.0,0.0,0.0,0.0,0.09813333333333334,0.0,0.08590102707749767,0.0,0.1596638655462185,0.12615384615384614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010801591813530416,0.0,0.016010838105794692,0.048142595368982175,0.019441069258809233,0.01332,0.05581708137188971,0.028093434343434344,970.0,'yes'
0.08525345622119816,0.011904761904761906,0.058823529411764705,0.0,0.023,0.02891156462585034,0.0066079295154185015,0.16156462585034012,0.07034220532319392,0.02035203520352035,0.04854368932038835,0.06618407445708377,0.10990990990990991,0.034,0.045351473922902494,0.025500000000000002,0.07068607068607069,0.044213263979193757,0.14666666666666667,0.024390243902439025,0.12698412698412698,0.0,0.05672268907563026,0.07282051282051281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063025210084033615,0.0,0.0,0.0,0.0,0.0014005602240896356,0.0,0.0,0.0,0.002508551881413911,0.007769566041311351,0.01739769664297966,0.0116694377732619,0.022655338997168085,0.0,0.009364,0.121049092131809,0.12335858585858586,1115.0,'yes'
0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025014212620807278,0.0,0.0,0.0,0.0,0.011404,0.03362474781439139,0.006502525252525253,1512.0,'yes'
0.0,0.0,0.10784313725490198,0.0,0.05500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027500000000000004,0.0,0.0,0.17653333333333335,0.0,0.10270774976657329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025676937441643323,0.0,0.0,0.0,0.0,0.019708167519423912,0.0,0.01613399839891619,0.0,0.0,9.160000000000004E-4,0.004034969737726967,0.0046717171717171714,403.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17300380228136883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04853333333333334,0.0,0.2567693744164332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027098730339207882,0.0,0.01761192191637416,0.0,0.0,0.0076,0.01815736381977135,0.0054292929292929296,891.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0689785863179837,0.0,0.0,0.0,0.0,0.008919999999999999,0.02488231338264963,0.007891414141414142,1676.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3290666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11484593837535013,0.0,0.0,0.0,0.0,0.0,0.0,0.038025740501262395,0.0,0.0,0.013864000000000001,0.00605245460659045,0.008396464646464647,853.0,'yes'
0.02304147465437788,0.0,0.1450980392156863,0.0,0.020999999999999998,0.0,0.022026431718061675,0.017006802721088437,0.0,0.0,0.04854368932038835,0.03205791106514995,0.0,0.0,0.0,0.0,0.0,0.02730819245773732,0.0336,0.0,0.028944911297852472,0.0,0.04411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08192457737321196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019139662687132842,0.0,0.0015395036640187204,0.10144927536231883,0.03415687862832456,0.027548,0.08406186953597848,0.10151515151515152,1649.0,'yes'
0.0,0.0,0.2803921568627451,0.0,0.071,0.0,0.0,0.12074829931972789,0.0,0.03905390539053905,0.0,0.0,0.0,0.0,0.0,0.0,0.5966735966735968,0.3732119635890767,0.07626666666666666,0.0,0.3352007469654528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02885029866371082,0.0,0.0,0.043552,0.0773369199731002,0.013446969696969697,246.0,'yes'
0.0,0.0,0.0,0.0,0.045,0.07653061224489796,0.09911894273127754,0.0,0.0,0.0,0.0,0.04653567735263702,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.5286549707602338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002216885276186957,0.0,0.14621304171729443,0.027428,0.029589778076664425,0.027714646464646466,1097.0,'yes'
0.0,0.0,0.3058823529411765,0.0,0.0,0.0,0.3436123348017621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07282913165266106,0.0,0.0,0.0,0.0,0.04851241235550502,0.0,0.02367756635260792,0.0,0.0,0.0045,0.007397444519166106,0.0020833333333333333,1412.0,'yes'
0.11290322580645161,0.019607843137254905,0.07843137254901962,0.0,0.009,0.01870748299319728,0.004405286343612335,0.03571428571428571,0.07984790874524715,0.041254125412541254,0.11165048543689321,0.09203722854188211,0.0972972972972973,0.10600000000000001,0.0,0.008,0.06860706860706861,0.002600780234070221,0.17226666666666668,0.0,0.13632119514472454,0.0,0.21638655462184875,0.05230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.337068160597572E-4,0.0,0.0,0.0,0.0,0.010991093424294107,0.0,0.011761807993103023,0.14109611860736299,0.01903604698258404,0.019132000000000003,0.12911903160726296,0.20258838383838385,425.0,'yes'
