@RELATION 'Stamps, without duplicates, with normalization, downsampled to 05 pct, v07'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'no','yes'}

@DATA
0.04921330360161646,0.49187222745964454,0.031358,0.222233,0.507031,0.003046483670607093,0.998375,0.2919192805335774,0.984391,32.0,'no'
0.044565374893336125,0.49187222745964454,0.029074,0.192086,0.476147,0.009043277900220397,0.988046,0.03581683291563625,0.582047,33.0,'no'
0.10391275297451337,0.024627966292849666,0.032463,0.183698,0.3688,0.08665497896213184,0.861722,0.05033941345371861,0.533991,34.0,'no'
0.06913227930640306,0.6868392895356302,0.029039,0.229894,0.600619,0.006753155680224405,0.997771,0.2367927503277954,0.831582,35.0,'no'
0.027031242453027644,0.23121902128963975,0.023656,0.180263,0.467511,0.008170707273091564,0.986932,0.05215088309144839,0.649324,36.0,'no'
0.07276991998196776,0.992872221675988,0.006181,0.078527,0.328725,0.008882989380885595,0.973596,0.09929888537712475,0.625119,37.0,'no'
0.03536813124889311,0.7933927507648886,0.025926,0.195758,0.557475,0.006431576838308957,0.99771,0.14364906806526034,0.793068,38.0,'no'
0.023203418074093155,0.49187222745964454,0.046107,0.261537,0.532188,0.008922059707473453,0.992272,0.047420671144758716,0.657359,39.0,'no'
0.019813318091803384,0.49187222745964454,0.014756,0.145551,0.423204,0.01156080945702264,0.988346,0.050491159601381834,0.628573,40.0,'no'
0.02912930076797991,0.49187222745964454,0.232136,0.556786,0.685619,0.0035804448006411544,0.99885,0.5124301434238199,0.968084,41.0,'no'
0.04159689909999839,0.49187222745964454,0.365856,0.512397,0.528434,0.011976557804047286,0.986727,0.03180504413678967,0.573255,42.0,'no'
0.026964829096295342,0.49187222745964454,0.280589,0.469827,0.47808,0.014537166900420758,0.962484,0.07323411348240812,0.544174,43.0,'no'
0.05314074801564941,0.14575161508608975,0.025432,0.211695,0.561254,0.0084872770987778,0.996058,0.17142098412118828,0.746971,44.0,'no'
0.11904694820563184,0.49187222745964454,0.03802,0.230967,0.460932,0.006153075535964736,0.994403,0.06603802663619097,0.706946,45.0,'no'
0.09895791405709135,0.49187222745964454,0.02708,0.224832,0.737294,0.02400120216389501,0.957048,0.048848033346215944,0.499365,46.0,'no'
0.09376459081322147,0.49187222745964454,0.037046,0.211547,0.41389,0.010073131636946503,0.966572,0.1058405669615442,0.647288,47.0,'no'
0.05237397562428555,0.5443751048287748,0.031347,0.229502,0.559074,0.029555199358845926,0.980386,0.01847035141088352,0.299214,48.0,'no'
0.06694365732317947,0.49187222745964454,0.442735,0.512665,0.546384,0.10334502103786816,0.655413,0.13831424256147498,0.164605,49.0,'no'
0.04288390945243194,0.8005008646566533,0.049443,0.282454,0.505609,0.027619715487878182,0.975125,0.02535583286110248,0.328321,50.0,'no'
0.03832453188646134,0.8147668318864554,0.059504,0.323276,0.61394,0.015729312762973353,0.990312,0.06252415490436436,0.541862,51.0,'no'
0.04898387564199578,0.5491003522246836,0.03814,0.253819,0.543233,0.029825686235223407,0.969934,0.025526547277223612,0.330363,52.0,'no'
0.08404207789280482,0.8147506376481339,0.02184,0.193346,0.553198,0.008674614305750351,0.996139,0.1381221888433387,0.749333,53.0,'no'
0.024685643444800436,1.0,0.020946,0.172374,0.507866,0.008687637747946304,0.989551,0.05984488698468549,0.659914,54.0,'no'
0.06051061808697332,0.49187222745964454,0.018897,0.138929,0.294125,0.007738930074133441,0.971951,0.12494161329865301,0.690438,55.0,'no'
0.056415127755148044,0.49187222745964454,0.037779,0.23907,0.501786,0.0031116008815868564,0.997972,0.21562653376233237,0.94685,56.0,'no'
0.03890816441532096,0.49187222745964454,0.030361,0.178719,0.426959,0.002165898617511521,0.996537,0.07064731587146153,0.806229,57.0,'no'
0.023884658112089646,0.8147506376481339,0.014326,0.125734,0.340921,0.01698657583650571,0.968241,0.10809541987447749,0.593013,58.0,'no'
0.08824020704867092,0.5978137778266175,0.056452,0.294355,0.561544,0.008629533159687437,0.995977,0.1365786459975768,0.766115,59.0,'no'
0.03356692051327462,0.3095378280056217,0.047083,0.247633,0.451058,0.010145261470647166,0.984824,0.04675915278228933,0.59726,60.0,'no'
0.04166935003461545,0.8527770226892847,0.028863,0.180182,0.401283,0.015547986375475857,0.97238,0.06413171565617168,0.563715,61.0,'no'
0.03545366360226047,0.49187222745964454,0.033955,0.223837,0.504237,0.004532157884191545,0.998764,0.27332326434416027,0.866635,62.0,'no'
0.07193472170791003,0.8149704165967808,0.046734,0.357887,0.84736,0.04524844720496894,0.938991,0.06034754609881993,0.747377,63.0,'no'
0.0305431002559933,0.49187222745964454,0.206793,0.483369,0.76885,0.007855139250651172,0.950928,0.6982243329689845,0.997015,64.0,'no'
0.05901027998261177,0.49187222745964454,0.054918,0.26552,0.911031,0.05428771789220597,0.839905,0.10685299829048481,0.695242,65.0,'no'
0.053180998534881105,0.49187222745964454,0.127263,0.441554,0.589261,0.008976157082748949,0.996419,0.13196935676230626,0.695838,66.0,'no'
0.08685659545008131,0.18824760990393347,0.072403,0.311833,0.5068,0.010238429172510518,0.990647,0.04779766548035955,0.59701,67.0,'no'
0.0680596029688783,0.8717508863453654,0.067483,0.297928,0.879271,0.05826988579442997,0.86317,0.06655491195166885,0.557844,68.0,'no'
0.07753658772198163,0.49187222745964454,0.024111,0.192069,0.534414,0.002978361049889802,1.0,0.27494505129731106,0.890078,69.0,'no'
0.059317190191753466,0.9714981405544213,0.014653,0.141073,0.425887,0.005721298337006613,0.985839,0.06830236368335321,0.663737,70.0,'no'
0.04210908695722175,0.9572483675629406,0.027192,0.167734,0.353132,0.008868964135443799,0.957547,0.15768795775766617,0.687,71.0,'no'
0.049227391283347556,0.49187222745964454,0.197376,0.493836,0.576958,0.003935083149669404,0.998112,0.2546608592151405,0.907724,72.0,'no'
0.0175713641705978,0.49187222745964454,0.052102,0.236681,0.448037,0.008488278902023642,0.989621,0.04849712037974473,0.680633,73.0,'no'
0.05414600473346107,0.49187222745964454,0.168192,0.445277,0.494401,0.008204768583450211,0.995656,0.20834508970805465,0.806298,74.0,'no'
0.055676530727246376,0.49187222745964454,0.172066,0.330385,0.415563,0.00791424564215588,0.977571,0.12103177896276766,0.681829,75.0,'no'
0.03826516237059458,0.49187222745964454,0.244599,0.560466,0.586592,0.013253856942496494,0.992862,0.16072288071093074,0.750738,76.0,'no'
0.07431553992046498,0.4001041058177801,0.043745,0.287977,0.642381,0.031471648968142654,0.982017,0.026261567679967374,0.361241,77.0,'no'
0.11027032248716007,0.49187222745964454,0.218562,0.51866,0.53297,0.010473852935283511,0.994687,0.13681812038685784,0.762086,78.0,'no'
