@RELATION 'Stamps, without duplicates, with normalization, downsampled to 02 pct, v08'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'no','yes'}

@DATA
0.055131,0.49187222745964454,0.031358,0.222233,0.507031,0.004841,0.998375,0.12250183787811712,0.984391,32.0,'no'
0.050512,0.49187222745964454,0.029074,0.192086,0.476147,0.010827,0.988046,0.014319424218325896,0.582047,33.0,'no'
0.10949,0.024627966292849666,0.032463,0.183698,0.3688,0.088299,0.861722,0.020454031012565675,0.533991,34.0,'no'
0.074926,0.6868392895356302,0.029039,0.229894,0.600619,0.008541,0.997771,0.09921537127141102,0.831582,35.0,'no'
0.033087,0.23121902128963975,0.023656,0.180263,0.467511,0.009956,0.986932,0.02121922931310432,0.649324,36.0,'no'
0.078541,0.992872221675988,0.006181,0.078527,0.328725,0.010667,0.973596,0.0411354180646893,0.625119,37.0,'no'
0.041372,0.7933927507648886,0.025926,0.195758,0.557475,0.00822,0.99771,0.05986975603795544,0.793068,38.0,'no'
0.029283,0.49187222745964454,0.046107,0.261537,0.532188,0.010706,0.992272,0.019221100242980505,0.657359,39.0,'no'
0.025914,0.49187222745964454,0.014756,0.145551,0.423204,0.01334,0.988346,0.02051813139376263,0.628573,40.0,'no'
0.035172,0.49187222745964454,0.232136,0.556786,0.685619,0.005374,0.99885,0.2156497074418539,0.968084,41.0,'no'
0.047562,0.49187222745964454,0.365856,0.512397,0.528434,0.013755,0.986727,0.012624770390431415,0.573255,42.0,'no'
0.033021,0.49187222745964454,0.280589,0.469827,0.47808,0.016311,0.962484,0.03012517602565617,0.544174,43.0,'no'
0.059034,0.14575161508608975,0.025432,0.211695,0.561254,0.010272,0.996058,0.07160112736545429,0.746971,44.0,'no'
0.12453,0.49187222745964454,0.03802,0.230967,0.460932,0.007942,0.994403,0.027085415761081852,0.706946,45.0,'no'
