@RELATION 'Stamps, without duplicates, with normalization, downsampled to 05 pct, v08'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'no','yes'}

@DATA
0.055131,0.49187222745964454,0.031358,0.222233,0.507031,0.004841,0.998375,0.12298231898304371,0.984391,32.0,'no'
0.050512,0.49187222745964454,0.029074,0.192086,0.476147,0.010827,0.988046,0.01485914146515299,0.582047,33.0,'no'
0.10949,0.024627966292849666,0.032463,0.183698,0.3688,0.088299,0.861722,0.02099038920660153,0.533991,34.0,'no'
0.074926,0.6868392895356302,0.029039,0.229894,0.600619,0.008541,0.997771,0.09970860306652478,0.831582,35.0,'no'
0.033087,0.23121902128963975,0.023656,0.180263,0.467511,0.009956,0.986932,0.021755168516718538,0.649324,36.0,'no'
0.078541,0.992872221675988,0.006181,0.078527,0.328725,0.010667,0.973596,0.0416604520005886,0.625119,37.0,'no'
0.041372,0.7933927507648886,0.025926,0.195758,0.557475,0.00822,0.99771,0.060384531837942866,0.793068,38.0,'no'
0.029283,0.49187222745964454,0.046107,0.261537,0.532188,0.010706,0.992272,0.0197581335380753,0.657359,39.0,'no'
0.025914,0.49187222745964454,0.014756,0.145551,0.423204,0.01334,0.988346,0.02105445448912442,0.628573,40.0,'no'
0.035172,0.49187222745964454,0.232136,0.556786,0.685619,0.005374,0.99885,0.2160791846891983,0.968084,41.0,'no'
0.047562,0.49187222745964454,0.365856,0.512397,0.528434,0.013755,0.986727,0.013165415558454066,0.573255,42.0,'no'
0.033021,0.49187222745964454,0.280589,0.469827,0.47808,0.016311,0.962484,0.03065623870724268,0.544174,43.0,'no'
0.059034,0.14575161508608975,0.025432,0.211695,0.561254,0.010272,0.996058,0.0721094795596713,0.746971,44.0,'no'
0.12453,0.49187222745964454,0.03802,0.230967,0.460932,0.007942,0.994403,0.027618142887602466,0.706946,45.0,'no'
0.104566,0.49187222745964454,0.02708,0.224832,0.737294,0.025758,0.957048,0.020360747601806242,0.499365,46.0,'no'
0.099405,0.49187222745964454,0.037046,0.211547,0.41389,0.011855,0.966572,0.044422266289348845,0.647288,47.0,'no'
0.058272,0.5443751048287748,0.031347,0.229502,0.559074,0.031302,0.980386,0.007535678856755034,0.299214,48.0,'no'
0.072751,0.49187222745964454,0.442735,0.512665,0.546384,0.104959,0.655413,0.05813223674924748,0.164605,49.0,'no'
0.048841,0.8005008646566533,0.049443,0.282454,0.505609,0.02937,0.975125,0.010442641051231204,0.328321,50.0,'no'
0.04431,0.8147668318864554,0.059504,0.323276,0.61394,0.017501,0.990312,0.026134631189181776,0.541862,51.0,'no'
0.054903,0.5491003522246836,0.03814,0.253819,0.543233,0.031572,0.969934,0.010514714494069457,0.330363,52.0,'no'
0.089743,0.8147506376481339,0.02184,0.193346,0.553198,0.010459,0.996139,0.05805115412605445,0.749333,53.0,'no'
0.030756,1.0,0.020946,0.172374,0.507866,0.010472,0.989551,0.025003478544636984,0.659914,54.0,'no'
0.066358,0.49187222745964454,0.018897,0.138929,0.294125,0.009525,0.971951,0.05248648372691773,0.690438,55.0,'no'
0.062288,0.49187222745964454,0.037779,0.23907,0.501786,0.004906,0.997972,0.09077249717462094,0.94685,56.0,'no'
0.04489,0.49187222745964454,0.030361,0.178719,0.426959,0.003962,0.996537,0.029564125844235276,0.806229,57.0,'no'
0.02996,0.8147506376481339,0.014326,0.125734,0.340921,0.018756,0.968241,0.045374236346837425,0.593013,58.0,'no'
0.093915,0.5978137778266175,0.056452,0.294355,0.561544,0.010414,0.995977,0.05739949008039192,0.766115,59.0,'no'
0.039582,0.3095378280056217,0.047083,0.247633,0.451058,0.011927,0.984824,0.019478848947077073,0.59726,60.0,'no'
0.047634,0.8527770226892847,0.028863,0.180182,0.401283,0.01732,0.97238,0.02681332277590865,0.563715,61.0,'no'
0.041457,0.49187222745964454,0.033955,0.223837,0.504237,0.006324,0.998764,0.11513131881387133,0.866635,62.0,'no'
0.077711,0.8149704165967808,0.046734,0.357887,0.84736,0.046967,0.938991,0.02521569479299406,0.747377,63.0,'no'
0.036577,0.49187222745964454,0.206793,0.483369,0.76885,0.009641,0.950928,0.29451911497816274,0.997015,64.0,'no'
0.064867,0.49187222745964454,0.054918,0.26552,0.911031,0.05599,0.839905,0.04484970184618126,0.695242,65.0,'no'
0.059074,0.49187222745964454,0.127263,0.441554,0.589261,0.01076,0.996419,0.05545350712375911,0.695838,66.0,'no'
0.09254,0.18824760990393347,0.072403,0.311833,0.5068,0.01202,0.990647,0.019917295724343108,0.59701,67.0,'no'
0.07386,0.8717508863453654,0.067483,0.297928,0.879271,0.059965,0.86317,0.027836365256196063,0.557844,68.0,'no'
0.083278,0.49187222745964454,0.024111,0.192069,0.534414,0.004773,1.0,0.11581601652083473,0.890078,69.0,'no'
0.065172,0.9714981405544213,0.014653,0.141073,0.425887,0.007511,0.985839,0.02857411702524873,0.663737,70.0,'no'
0.048071,0.9572483675629406,0.027192,0.167734,0.353132,0.010653,0.957547,0.06631157149134968,0.687,71.0,'no'
0.055145,0.49187222745964454,0.197376,0.493836,0.576958,0.005728,0.998112,0.10725229008359517,0.907724,72.0,'no'
0.023686,0.49187222745964454,0.052102,0.236681,0.448037,0.010273,0.989621,0.020212596635972056,0.680633,73.0,'no'
0.060033,0.49187222745964454,0.168192,0.445277,0.494401,0.00999,0.995656,0.08769836463356159,0.806298,74.0,'no'
0.061554,0.49187222745964454,0.172066,0.330385,0.415563,0.0097,0.977571,0.05083580168191387,0.681829,75.0,'no'
0.044251,0.49187222745964454,0.244599,0.560466,0.586592,0.01503,0.992862,0.0675928771418075,0.750738,76.0,'no'
0.080077,0.4001041058177801,0.043745,0.287977,0.642381,0.033215,0.982017,0.01082503070628971,0.361241,77.0,'no'
0.115808,0.49187222745964454,0.218562,0.51866,0.53297,0.012255,0.994687,0.05750059310437335,0.762086,78.0,'no'
0.154412,0.94301594554109,0.079849,0.400407,0.698772,0.034825,0.978006,0.011490709032504121,0.361147,79.0,'no'
0.151021,0.49187222745964454,0.376156,0.664823,0.732194,0.03333,0.972343,0.020091473211202217,0.504531,80.0,'no'
0.064896,0.49187222745964454,0.036191,0.213656,0.55716,0.008597,0.996273,0.118608862430817,0.916566,81.0,'no'
0.062699,0.49187222745964454,0.040332,0.26182,0.940076,0.024724,0.979312,0.0504253834657516,0.762861,82.0,'no'
0.102603,0.49187222745964454,0.296103,0.602466,0.654713,0.017786,0.988849,0.0641093274046253,0.788743,83.0,'no'
0.096998,0.49187222745964454,0.043207,0.327288,0.966743,0.087193,0.896169,0.060620772567246024,0.732745,84.0,'no'
0.122426,0.2880897160803003,0.127511,0.572804,0.908484,0.148173,0.82837,0.020555946509493175,0.535753,85.0,'no'
0.26834,0.3450529493756543,0.064527,0.337234,0.705536,0.11568,0.885949,0.006403525192170822,0.362147,86.0,'no'
0.12205,0.49187222745964454,0.0276,0.234651,0.656919,0.059591,0.931335,0.045952825929622285,0.721262,87.0,'no'
0.14608,0.49187222745964454,0.70612,0.689218,0.940069,0.20029,0.687614,0.0132615134822384,0.476306,88.0,'no'
0.117043,0.1634137454381409,0.051482,0.281735,0.634089,0.061569,0.901709,0.020080461990768593,0.425185,89.0,'no'
0.092009,0.32381536254851045,0.031048,0.221121,0.537697,0.006374,0.998364,0.09946935927710336,0.890111,90.0,'no'
0.075949,0.46623443473432774,0.028163,0.185496,0.445216,0.006894,0.993202,0.025407890640562734,0.735547,91.0,'no'
0.151306,0.5586248778202555,0.047796,0.321332,0.89322,0.102897,0.851782,0.024269730855742005,0.644242,92.0,'no'
0.136018,0.9715328424936813,0.087559,0.400621,0.696094,0.01642,0.992173,0.05162460547297696,0.694211,93.0,'no'
0.126959,0.40220820006824715,0.068338,0.313441,0.498189,0.023209,0.98711,0.021923339883341126,0.55176,94.0,'no'
0.138262,0.5090392768115858,0.064159,0.322455,0.627139,0.023426,0.985053,0.013834096944786737,0.517069,95.0,'no'
0.03214,0.49187222745964454,0.028896,0.228724,0.595763,0.005765,0.997493,0.101605536041226,0.902074,96.0,'no'
0.036139,0.49187222745964454,0.029668,0.196553,0.475993,0.005541,0.995155,0.04465650497857317,0.829476,97.0,'no'
0.033009,0.49187222745964454,0.019256,0.160005,0.45483,0.008163,0.990437,0.023069507828477217,0.706534,98.0,'no'
0.06629,0.49187222745964454,0.016256,0.115572,0.290595,0.005136,0.990526,0.04419103066024278,0.775251,99.0,'no'
0.084571,0.5160560089299657,0.025988,0.202582,0.513121,0.007483,0.997933,0.09184659167691876,0.845228,100.0,'no'
0.067827,0.4946877114649424,0.020464,0.160216,0.472647,0.01011,0.985688,0.023029467026900414,0.638136,101.0,'no'
0.034795,0.35230449794969376,0.020581,0.243201,0.867983,0.184749,0.697722,0.016400712325860052,0.409741,102.0,'no'
0.037209,0.49187222745964454,0.003311,0.06361,0.352968,0.006696,0.997975,0.08609172747029223,0.837922,103.0,'no'
0.046382,0.49187222745964454,0.031777,0.204351,0.458431,0.018138,0.956952,0.028249786532476593,0.609049,104.0,'no'
0.04777,0.49187222745964454,0.019024,0.137141,0.314509,0.03732,0.8934,0.04343025543028346,0.553398,105.0,'no'
0.007818,0.1323057703541333,0.091931,0.266093,0.307743,0.02556,0.799217,0.06821751364640569,0.484818,106.0,'no'
0.006224,0.36400946206210494,0.105395,0.275807,0.303402,0.018867,0.795605,0.10149842689700805,0.596357,107.0,'no'
0.075235,0.43753824442889283,0.011647,0.143191,0.539735,0.008948,0.996231,0.06514338110534634,0.758482,108.0,'no'
0.092614,0.8432490268997866,0.016502,0.155384,0.462681,0.011257,0.988,0.02532080189713318,0.647555,109.0,'no'
0.045382,0.2882377776878098,0.022658,0.163913,0.415992,0.011587,0.979117,0.033550187641206396,0.660901,110.0,'no'
0.090627,0.5018316840272757,0.013339,0.150713,0.532602,0.009584,0.995769,0.0527527550574035,0.70603,111.0,'no'
0.057482,0.49187222745964454,0.007018,0.093871,0.41258,0.011457,0.987621,0.022883318101145068,0.60862,112.0,'no'
0.048704,0.8481767022747122,0.011796,0.119448,0.380133,0.013487,0.982188,0.031192785448371892,0.640688,113.0,'no'
0.045382,0.4163943528377511,0.013335,0.154497,0.527051,0.016886,0.992132,0.02450096648484806,0.505884,114.0,'no'
0.115322,0.4804703269501044,0.056105,0.327465,0.695621,0.028332,0.979622,0.029679243148768596,0.49965,115.0,'no'
0.041906,0.2999369581436776,0.0,0.0,0.0,0.026623,0.979204,0.009904092270023153,0.30995,116.0,'no'
0.113254,0.8432490268997866,0.026694,0.196173,0.496645,0.039633,0.950884,0.02692143294016603,0.388173,117.0,'no'
0.083849,0.7437435295342422,0.116686,0.411199,0.559661,0.015963,0.990629,0.0151574454369002,0.539087,118.0,'no'
0.193013,0.21685357516729228,0.042344,0.266126,0.669146,0.080821,0.893537,0.012620860657009493,0.469507,119.0,'no'
0.0617,0.5018189599828804,0.035669,0.247266,0.530017,0.01708,0.991894,0.030790375392524983,0.536928,120.0,'no'
0.044007,0.6370304393843876,0.053979,0.295698,0.60649,0.028769,0.97885,0.008617781519368236,0.323057,121.0,'no'
0.122802,0.6228003308251543,0.023489,0.212643,0.594075,0.045279,0.952813,0.017761098559432063,0.349616,122.0,'no'
0.100307,0.4686092041110231,0.002221,0.053423,0.367446,0.042835,0.967683,0.007000133135665243,0.302377,123.0,'no'
0.073746,0.49187222745964454,0.277966,0.610553,0.627403,0.024078,0.98121,0.01639470620562353,0.469774,124.0,'no'
0.149238,0.2988183989681957,0.31623,0.687459,0.839423,0.13784,0.804331,0.016410722526254255,0.449794,125.0,'no'
0.053159,0.49187222745964454,0.309062,0.667739,0.703692,0.019058,0.985705,0.02117157383373658,0.533314,126.0,'no'
0.121308,0.49187222745964454,0.197685,0.52081,0.615215,0.023191,0.978913,0.015707005438541873,0.533457,127.0,'no'
0.053831,0.49187222745964454,0.266359,0.5883,0.685979,0.024252,0.977209,0.011504723313056004,0.486887,128.0,'no'
0.046641,0.49187222745964454,0.291828,0.581883,0.691912,0.028752,0.971244,0.008781948805833143,0.421493,129.0,'no'
1.0,0.4441188888439049,0.214823,0.586667,0.837926,0.185832,0.791318,0.004078155640597769,0.259163,130.0,'no'
0.150825,0.94301594554109,0.13464,0.486149,0.668944,0.034336,0.978067,0.00957575769709334,0.341616,131.0,'no'
0.058081,0.49187222745964454,0.184701,0.564663,0.712295,0.032851,0.970632,0.010099291177710088,0.363408,132.0,'no'
0.09785,0.313041567139577,0.225058,0.634724,0.736303,0.048926,0.965966,0.005580686719767443,0.195017,133.0,'no'
0.109849,0.0745015933973777,0.241716,0.665673,0.831115,0.037235,0.972802,0.02454200830646429,0.525076,134.0,'no'
0.110169,0.11012776097304237,0.120535,0.496672,0.763635,0.032347,0.977017,0.02100440348715341,0.532209,135.0,'no'
0.093582,0.6975355839468829,0.479174,0.794936,0.866151,0.045009,0.964564,0.09109582664735365,0.668841,136.0,'no'
0.140607,0.8717508863453654,0.301528,0.716891,0.747064,0.038205,0.915081,0.04485971204657546,0.708028,137.0,'no'
0.149266,0.49187222745964454,0.386596,0.727173,0.824395,0.038673,0.967406,0.014278549842289292,0.472287,138.0,'no'
0.165257,0.49187222745964454,0.209861,0.563067,0.62787,0.027034,0.984144,0.013182432899124208,0.489041,139.0,'no'
0.176323,0.5374520679463971,0.30922,0.792885,0.98558,0.125442,0.874177,0.018837195101808743,0.504373,140.0,'no'
0.101637,0.779195030682298,0.254155,0.661205,0.859781,0.039893,0.982875,0.02491438776112859,0.440511,141.0,'no'
0.103,0.49187222745964454,0.214759,0.57294,0.72484,0.028347,0.980116,0.027205722631361357,0.591484,142.0,'no'
0.079204,0.49187222745964454,0.366451,0.707869,0.72045,0.031806,0.975121,0.013329582844918975,0.360637,143.0,'no'
